keyword,topic,category
주가현금흐름비율(price cash flow ratio) (price cash flow ratio),<<KEYWORD>>,Stock
주간사,<<KEYWORD>>,Stock
주간사 회사,<<KEYWORD>>,Stock
주거래은행,<<KEYWORD>>,Stock
주당 배당금(dividends per share) (dividends per share),<<KEYWORD>>,Stock
주당 순이익,<<KEYWORD>>,Stock
주당 순자산,<<KEYWORD>>,Stock
주도주,<<KEYWORD>>,Stock
주말효과(weekend effect) (weekend effect),<<KEYWORD>>,Stock
"주문자개발생산 (ODM) (ODM (Original Development Manufacturing,Original Design Manufacturing))",<<KEYWORD>>,Stock
주식 매매,<<KEYWORD>>,Stock
주식 회사,<<KEYWORD>>,Stock
주식매수 청구권(appraisal rights of dissenting shareholders) (appraisal rights of dissenting shareholders),<<KEYWORD>>,Stock
주식배당 예고제,<<KEYWORD>>,Stock
주식배당예고제,<<KEYWORD>>,Stock
주식형 투자신탁,<<KEYWORD>>,Stock
주주,<<KEYWORD>>,Stock
주주 총회,<<KEYWORD>>,Stock
주주권,<<KEYWORD>>,Stock
주추세(major or primary trends) (major or primary trends),<<KEYWORD>>,Stock
주택저당대출(residual mortgage loan) (residual mortgage loan),<<KEYWORD>>,Stock
주택저당증권(mortgage) (mortgage),<<KEYWORD>>,Stock
준강형 가설(semi-strong form) (semi-strong form),<<KEYWORD>>,Stock
증거금(margin) (margin),<<KEYWORD>>,Stock
증권 감독원,<<KEYWORD>>,Stock
증권 거래법,<<KEYWORD>>,Stock
증권 거래소,<<KEYWORD>>,Stock
증권 관리 위원회,<<KEYWORD>>,Stock
증권 금융,<<KEYWORD>>,Stock
증권 대위,<<KEYWORD>>,Stock
증권 대체 결제 회사,<<KEYWORD>>,Stock
증권 분석사,<<KEYWORD>>,Stock
증권 외무원,<<KEYWORD>>,Stock
증권 저축,<<KEYWORD>>,Stock
증권 저축 업무,<<KEYWORD>>,Stock
증권 투자,<<KEYWORD>>,Stock
증권 투자 금융,<<KEYWORD>>,Stock
증권 투자 신탁,<<KEYWORD>>,Stock
증권 투자 신탁업법의 목적,<<KEYWORD>>,Stock
증권 회사,<<KEYWORD>>,Stock
증권거래 준비금,<<KEYWORD>>,Stock
증권거래세,<<KEYWORD>>,Stock
증권관련 집단소송제,<<KEYWORD>>,Stock
증권금융회사,<<KEYWORD>>,Stock
증권대위(securities substitution) (securities substitution),<<KEYWORD>>,Stock
증권업 협회,<<KEYWORD>>,Stock
증자,<<KEYWORD>>,Stock
지급불능위험(default risk) (default risk),<<KEYWORD>>,Stock
지급준비금(reserve requirements) (reserve requirements),<<KEYWORD>>,Stock
지방채(municipal bond) (municipal bond),<<KEYWORD>>,Stock
지분법(equity method) (equity method),<<KEYWORD>>,Stock
지수 스왑(index swap) (index swap),<<KEYWORD>>,Stock
지수옵션(index number option) (index number option ),<<KEYWORD>>,Stock
지수이동평균선,<<KEYWORD>>,Stock
지정가 주문,<<KEYWORD>>,Stock
지주 회사,<<KEYWORD>>,Stock
지지선(support line) (support line),<<KEYWORD>>,Stock
직접공시,<<KEYWORD>>,Stock
직접규제방식,<<KEYWORD>>,Stock
직접금융(direct financing) (direct financing),<<KEYWORD>>,Stock
집단경쟁매매(crowd auction) (crowd auction),<<KEYWORD>>,Stock
집중예탁,<<KEYWORD>>,Stock
집중투자(intensive investment) (intensive investment),<<KEYWORD>>,Stock
집중투표제,<<KEYWORD>>,Stock
차감결제(net balance delivery) (net balance delivery),<<KEYWORD>>,Stock
차관(credit) (credit),<<KEYWORD>>,Stock
차금결제,<<KEYWORD>>,Stock
차등배당,<<KEYWORD>>,Stock
차별가격(discriminative price) (discriminative price),<<KEYWORD>>,Stock
차별관세,<<KEYWORD>>,Stock
차익거래(arbitrage trading) (arbitrage trading),<<KEYWORD>>,Stock
차익거래펀드,<<KEYWORD>>,Stock
차입금의존도,<<KEYWORD>>,Stock
차주(borrowed stock) (borrowed stock),<<KEYWORD>>,Stock
차지거래,<<KEYWORD>>,Stock
차환(refunding) (refunding),<<KEYWORD>>,Stock
차환발행(conversion issue) (conversion issue),<<KEYWORD>>,Stock
착지거래,<<KEYWORD>>,Stock
참가은행(participating bank) (participating bank ),<<KEYWORD>>,Stock
참가적 우선주(participating prefered stock) (participating prefered stock),<<KEYWORD>>,Stock
참고환율제,<<KEYWORD>>,Stock
창립총회(organization meeting) (organization meeting ),<<KEYWORD>>,Stock
창업투자조합,<<KEYWORD>>,Stock
채권,<<KEYWORD>>,Stock
채권 수익률,<<KEYWORD>>,Stock
채권가격지수,<<KEYWORD>>,Stock
채권면역(bond immunization) (bond immunization),<<KEYWORD>>,Stock
채권선물거래(futures trading bonds) (futures trading bonds ),<<KEYWORD>>,Stock
채권지수,<<KEYWORD>>,Stock
채권투자전략,<<KEYWORD>>,Stock
챠트 분석(chart analysis) (chart analysis),<<KEYWORD>>,Stock
청산 거래(clearing transaction) (clearing transaction),<<KEYWORD>>,Stock
청산소,<<KEYWORD>>,Stock
청산절차(liquidation process) (liquidation process),<<KEYWORD>>,Stock
체계적 위험,<<KEYWORD>>,Stock
체계적위험(systematic risk) (systematic risk),<<KEYWORD>>,Stock
총수요관리(aggregate demand management policy) (aggregate demand management policy),<<KEYWORD>>,Stock
총액인수,<<KEYWORD>>,Stock
총자본 이익률,<<KEYWORD>>,Stock
총자본 회전률,<<KEYWORD>>,Stock
총통화(M2) (M2),<<KEYWORD>>,Stock
총평균법(periodic average method) (periodic average method),<<KEYWORD>>,Stock
최고가격  (ceiling price) (ceiling price),<<KEYWORD>>,Stock
최소가격 변동폭,<<KEYWORD>>,Stock
최적 통화권(optimum currency areas) (optimum currency areas),<<KEYWORD>>,Stock
최종결제,<<KEYWORD>>,Stock
최종결제가격,<<KEYWORD>>,Stock
최종결제지수,<<KEYWORD>>,Stock
최종대부자(lender of last resort) (lender of last resort),<<KEYWORD>>,Stock
추가설정,<<KEYWORD>>,Stock
추가증거금,<<KEYWORD>>,Stock
추세대,<<KEYWORD>>,Stock
추세분석(trend analysis) (trend analysis),<<KEYWORD>>,Stock
추세선(trend line) (trend line),<<KEYWORD>>,Stock
추심어음,<<KEYWORD>>,Stock
추정제무재표(pro forma financial statement) (pro forma financial statement ),<<KEYWORD>>,Stock
출자(contribution) (contribution),<<KEYWORD>>,Stock
충당금(allow reserve) (allow reserve),<<KEYWORD>>,Stock
취득원가주의,<<KEYWORD>>,Stock
카르텔,<<KEYWORD>>,Stock
카리브 금융센터(Carribean financial centers) (Carribean financial centers),<<KEYWORD>>,Stock
카멜레온 펀드(chameleon fund) (chameleon fund ),<<KEYWORD>>,Stock
카지노 자본주의,<<KEYWORD>>,Stock
카터 본드(Carter bond) (Carter bond),<<KEYWORD>>,Stock
칵테일 스왑(cocktail swap) (cocktail swap),<<KEYWORD>>,Stock
칼라(collar) (collar),<<KEYWORD>>,Stock
칼스(CALS : Computer-aided Acquisition and Logistics Support ) (CALS : Computer-aided Acquisition and Logistics Support ),<<KEYWORD>>,Stock
캐리 코스트carry cost,<<KEYWORD>>,Stock
캐리(carry) (carry ),<<KEYWORD>>,Stock
캐비넷 증권(cabinet security) (cabinet security),<<KEYWORD>>,Stock
캐스케이드 효과(cascade effect) (cascade effect ),<<KEYWORD>>,Stock
캐시 플로(cash flow) (cash flow),<<KEYWORD>>,Stock
캐피탈 론(capital loan) (capital loan ),<<KEYWORD>>,Stock
커머셜 페이퍼,<<KEYWORD>>,Stock
커버드 콜(covered call) (covered cal),<<KEYWORD>>,Stock
컨버젼 프라이스 방식(conversion price method) (conversion price method),<<KEYWORD>>,Stock
컨트리 펀드,<<KEYWORD>>,Stock
케임브리지 학파(Camebridge school) (Camebridge school),<<KEYWORD>>,Stock
코레스 계약,<<KEYWORD>>,Stock
코로마스 펀드 (KOROmas Fund ),<<KEYWORD>>,Stock
코리아 펀드,<<KEYWORD>>,Stock
코스닥 KOSDAQ,<<KEYWORD>>,Stock
코포크 지표(Coppocks index),<<KEYWORD>>,Stock
콘드라티예프 파동(Kondratiev wave),<<KEYWORD>>,Stock
콘탱코(Contango) ((Contango)),<<KEYWORD>>,Stock
콜 시장(call market),<<KEYWORD>>,Stock
콜금리(call rate) (call rate),<<KEYWORD>>,Stock
콜옵션Call Option,<<KEYWORD>>,Stock
콤비네이션(combination),<<KEYWORD>>,Stock
콩글로머릿(conglomerate),<<KEYWORD>>,Stock
쿠폰 레이트(coupon rate),<<KEYWORD>>,Stock
클라이맥스 지표(climax index),<<KEYWORD>>,Stock
키친 파동(kitchen cycle),<<KEYWORD>>,Stock
타이드론tied loan,<<KEYWORD>>,Stock
타인 자본(borrowed capital),<<KEYWORD>>,Stock
타인자본회전율turnover ratio of borrowing capital,<<KEYWORD>>,Stock
타입대,<<KEYWORD>>,Stock
타행환시스템,<<KEYWORD>>,Stock
택스 헤이븐tax haven,<<KEYWORD>>,Stock
택지소유상한제,<<KEYWORD>>,Stock
터치 방식(touch auction),<<KEYWORD>>,Stock
턴 오버(turn over) 현상,<<KEYWORD>>,Stock
턴 키 베이스 방식(turn key base system),<<KEYWORD>>,Stock
텀론(term loans),<<KEYWORD>>,Stock
텃치방식touch auction,<<KEYWORD>>,Stock
테마주,<<KEYWORD>>,Stock
텐더 빌tender bill,<<KEYWORD>>,Stock
토빈의 q,<<KEYWORD>>,Stock
토지거래 허가제,<<KEYWORD>>,Stock
토지초과이득세,<<KEYWORD>>,Stock
토탈리턴 스왑TRS : Total Return Swap,<<KEYWORD>>,Stock
통정매매,<<KEYWORD>>,Stock
통화(M1),<<KEYWORD>>,Stock
"통화 스왑(swap, currency swap)",<<KEYWORD>>,Stock
통화간 금리스왑(cross-currency interest swap),<<KEYWORD>>,Stock
통화관리,<<KEYWORD>>,Stock
통화승수,<<KEYWORD>>,Stock
통화안정계정,<<KEYWORD>>,Stock
통화안정증권,<<KEYWORD>>,Stock
투기거래(speculation trading),<<KEYWORD>>,Stock
투자 신탁 수탁 회사,<<KEYWORD>>,Stock
투자 신탁 위탁 회사,<<KEYWORD>>,Stock
투자 신탁의 순자산,<<KEYWORD>>,Stock
투자 심리선(psychological line),<<KEYWORD>>,Stock
투자금융회사,<<KEYWORD>>,Stock
투자세액공제(Investment tax credit),<<KEYWORD>>,Stock
투자신탁,<<KEYWORD>>,Stock
투자신탁수탁회사(trustee company of investment trust),<<KEYWORD>>,Stock
투자유의종목,<<KEYWORD>>,Stock
투자자문회사,<<KEYWORD>>,Stock
트랜스퍼 리스크(transfer risk),<<KEYWORD>>,Stock
트레이딩룸(Trading room),<<KEYWORD>>,Stock
특권부사채,<<KEYWORD>>,Stock
특별상각(special depreciation),<<KEYWORD>>,Stock
특수채,<<KEYWORD>>,Stock
특정금전신탁(special money intrust),<<KEYWORD>>,Stock
파레토 최적(pareto optimum),<<KEYWORD>>,Stock
파리 금융선물거래소MATIF:Marche a Terme des Instruments Financiers,<<KEYWORD>>,Stock
파생금융상품(derivatives),<<KEYWORD>>,Stock
파생외환상품,<<KEYWORD>>,Stock
파생통화,<<KEYWORD>>,Stock
파이낸셜 컴퍼니즈financial companies,<<KEYWORD>>,Stock
파이낸셜 타임즈 지수Financial Times Index,<<KEYWORD>>,Stock
파이낸셜 플래너(financial planner),<<KEYWORD>>,Stock
파이낸스,<<KEYWORD>>,Stock
파행장세,<<KEYWORD>>,Stock
팍스시니카(pax sinica),<<KEYWORD>>,Stock
판매단selling group,<<KEYWORD>>,Stock
판매단 계약서selling group agreement,<<KEYWORD>>,Stock
팔분 주가당거래량,<<KEYWORD>>,Stock
패러다임 경영(paradigm management),<<KEYWORD>>,Stock
패러티지수(parity index),<<KEYWORD>>,Stock
패밀리 펀드,<<KEYWORD>>,Stock
패턴 분석(pattern analysis),<<KEYWORD>>,Stock
팩터링(factoring),<<KEYWORD>>,Stock
퍼실리티 수수료(facility fee),<<KEYWORD>>,Stock
퍼포먼스 펀드,<<KEYWORD>>,Stock
펀드,<<KEYWORD>>,Stock
펀드 매니저,<<KEYWORD>>,Stock
편무계약,<<KEYWORD>>,Stock
평균배당수익율,<<KEYWORD>>,Stock
폐쇄형 투자신탁,<<KEYWORD>>,Stock
포괄여신한도제,<<KEYWORD>>,Stock
포괄주의,<<KEYWORD>>,Stock
포워드 마진(forward margin),<<KEYWORD>>,Stock
포트폴리오 베타(portfolio beta),<<KEYWORD>>,Stock
포트폴리오 보험(portfolio insurance),<<KEYWORD>>,Stock
포트폴리오 이론,<<KEYWORD>>,Stock
표면 수익률,<<KEYWORD>>,Stock
표면 이률,<<KEYWORD>>,Stock
표면금리(coupon rate),<<KEYWORD>>,Stock
표시채권(Unit of Account),<<KEYWORD>>,Stock
표준비율(standard ratio),<<KEYWORD>>,Stock
표지 팩터링 어음,<<KEYWORD>>,Stock
표지어음,<<KEYWORD>>,Stock
풋옵션Put Option,<<KEYWORD>>,Stock
프라임 레이트(prime rate),<<KEYWORD>>,Stock
프로그램 매매(program trading),<<KEYWORD>>,Stock
프로젝트 파이낸스(project finance),<<KEYWORD>>,Stock
프리미엄 풋(premium put),<<KEYWORD>>,Stock
피보나치수열,<<KEYWORD>>,Stock
피셔 효과(Fisher effect),<<KEYWORD>>,Stock
필립스곡선,<<KEYWORD>>,Stock
필터,<<KEYWORD>>,Stock
핏셔효과Fisher effect,<<KEYWORD>>,Stock
하계주(summer stock),<<KEYWORD>>,Stock
하드론(hard loan),<<KEYWORD>>,Stock
하락매입buy minus,<<KEYWORD>>,Stock
하락쐐기형(falling wedge dormation),<<KEYWORD>>,Stock
하이테크 주,<<KEYWORD>>,Stock
하한,<<KEYWORD>>,Stock
하향직각 삼각형(descending trading),<<KEYWORD>>,Stock
한계기업,<<KEYWORD>>,Stock
한계세율marginal tax rate,<<KEYWORD>>,Stock
한계예대율 (marginal loan-deposit ratio),<<KEYWORD>>,Stock
한계지급준비율(marginal reserve ratio),<<KEYWORD>>,Stock
한국산업은행(The Korea Development Bank),<<KEYWORD>>,Stock
한국증권금융㈜(Korea Securities Finance Corporation),<<KEYWORD>>,Stock
한국증권예탁원(Korea Securities Depository),<<KEYWORD>>,Stock
한국증권전산주식회사Korea Securities Computing Corporation,<<KEYWORD>>,Stock
한월(delivery month),<<KEYWORD>>,Stock
한정의견(qualified opinion),<<KEYWORD>>,Stock
할당관세,<<KEYWORD>>,Stock
할부금융회사(hire-purchase finance company),<<KEYWORD>>,Stock
할인율,<<KEYWORD>>,Stock
합명회사,<<KEYWORD>>,Stock
합병(mergers),<<KEYWORD>>,Stock
합병교부금,<<KEYWORD>>,Stock
합병비율(ratio of merger),<<KEYWORD>>,Stock
합병차익,<<KEYWORD>>,Stock
합성거래기법 (synthetics),<<KEYWORD>>,Stock
핫머니(hot money),<<KEYWORD>>,Stock
해산가치,<<KEYWORD>>,Stock
해약(partial redemption),<<KEYWORD>>,Stock
해외증권(oversea securities),<<KEYWORD>>,Stock
해외직접투자(oversea direct investment),<<KEYWORD>>,Stock
헤지 거래(hedge trading),<<KEYWORD>>,Stock
헤지주,<<KEYWORD>>,Stock
헤지펀드(hedge fund),<<KEYWORD>>,Stock
헤징(hedging),<<KEYWORD>>,Stock
현금결제,<<KEYWORD>>,Stock
현금예탁법(Bardepot),<<KEYWORD>>,Stock
현금흐름분석(currency flow analysis),<<KEYWORD>>,Stock
현금흐름표(statement of cash flows),<<KEYWORD>>,Stock
현물결제,<<KEYWORD>>,Stock
현물출자,<<KEYWORD>>,Stock
현선매매(Gensaki trading),<<KEYWORD>>,Stock
현지금융,<<KEYWORD>>,Stock
협조융자(co-financing),<<KEYWORD>>,Stock
호가,<<KEYWORD>>,Stock
호재(favorable factors),<<KEYWORD>>,Stock
화폐유통속도(velocity of money),<<KEYWORD>>,Stock
확실성등가(CEQ),<<KEYWORD>>,Stock
확정 배당금(guaranteed dividend),<<KEYWORD>>,Stock
확정 이자부 증권,<<KEYWORD>>,Stock
환 포지션(exchange position),<<KEYWORD>>,Stock
환노출(exchange exposure),<<KEYWORD>>,Stock
환매,<<KEYWORD>>,Stock
환매 조건부 매매,<<KEYWORD>>,Stock
환매 조건부 채권 및 BMF(Bond Management Fund),<<KEYWORD>>,Stock
환매 준비금,<<KEYWORD>>,Stock
환매수수료,<<KEYWORD>>,Stock
환매조건부 채권매매업무(RP; repurchase agreement),<<KEYWORD>>,Stock
환어음(bill of exchange),<<KEYWORD>>,Stock
환위험(foreign exchange exposure),<<KEYWORD>>,Stock
환율,<<KEYWORD>>,Stock
환투기,<<KEYWORD>>,Stock
황금률,<<KEYWORD>>,Stock
회계적 이익률법,<<KEYWORD>>,Stock
회사갱생법(Corporation Reorganization Law),<<KEYWORD>>,Stock
회사채(corporate bonds ) (corporate bonds ),<<KEYWORD>>,Stock
회사형 투자신탁,<<KEYWORD>>,Stock
후배주,<<KEYWORD>>,Stock
후순위사채(subordinated security),<<KEYWORD>>,Stock
"후입선출법(LIFO; lat-in, first-out method)",<<KEYWORD>>,Stock
희석화(dilution),<<KEYWORD>>,Stock
히스토그램 금리예측기법,<<KEYWORD>>,Stock
